1649235600000, 3356.38000000,3356.38000000,3356.38000000,3356.38000000
1649235660000, 3356.38000000,3356.38000000,3356.38000000,3356.38000000
1649235720000, 2685.10000000,10740.40000000,2685.10000000,10740.40000000
1649235780000, 10740.40000000,10740.40000000,10740.40000000,10740.40000000
1649235840000, 10740.40000000,10740.40000000,10740.40000000,10740.40000000
1649235900000, 10740.40000000,10740.40000000,10740.40000000,10740.40000000
1649235960000, 10740.40000000,10740.40000000,10740.40000000,10740.40000000
1649236020000, 3352.25000000,3352.25000000,3352.25000000,3352.25000000
1649236080000, 3352.25000000,3352.25000000,3352.25000000,3352.25000000
1649236140000, 3352.25000000,3352.25000000,3352.25000000,3352.25000000
1649236200000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236260000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236320000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236380000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236440000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236500000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236560000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236620000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236680000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236740000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236800000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236860000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236920000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649236980000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649237040000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649237100000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649237160000, 3349.65000000,3349.65000000,3349.65000000,3349.65000000
1649237220000, 3338.10000000,3339.29000000,3338.10000000,3339.06000000
1649237280000, 3338.64000000,3340.16000000,3338.14000000,3338.78000000
1649237340000, 3338.64000000,3338.64000000,3336.38000000,3337.58000000
1649237400000, 3337.42000000,3339.48000000,3337.01000000,3339.48000000
1649237460000, 3339.57000000,3341.96000000,3339.48000000,3341.96000000
1649237520000, 3341.97000000,3344.59000000,3341.97000000,3344.59000000
1649237580000, 3344.54000000,3344.54000000,3340.12000000,3340.12000000
1649237640000, 3339.92000000,3341.38000000,3339.71000000,3340.97000000
1649237700000, 3340.96000000,3344.53000000,3340.96000000,3343.25000000
1649237760000, 3343.25000000,3344.20000000,3342.04000000,3342.09000000
1649237820000, 3342.44000000,3344.31000000,3342.44000000,3343.71000000
1649237880000, 3343.83000000,3344.93000000,3343.83000000,3344.49000000
1649237940000, 3344.34000000,3344.34000000,3343.21000000,3343.54000000
1649238000000, 3343.57000000,3345.29000000,3343.57000000,3345.04000000
1649238060000, 3345.01000000,3345.06000000,3344.78000000,3344.78000000
1649238120000, 3344.77000000,3349.65000000,3344.77000000,3346.46000000
1649238180000, 3346.42000000,3346.54000000,3346.03000000,3346.18000000
1649238240000, 3346.34000000,3346.98000000,3345.67000000,3346.98000000
1649238300000, 3346.58000000,3347.40000000,3346.19000000,3346.33000000
1649238360000, 3345.83000000,3345.83000000,3344.08000000,3344.08000000
1649238420000, 3343.63000000,3343.65000000,3340.80000000,3340.87000000
